NPC_PI,NPC_MOOD,PLAYER,NPC,SKLTRN,WoF,MECH,PLANTERA,GLM,LC,ML
Positive,neutral,how to make cobalt drill,"To craft a Cobalt Drill, head over to a Mythril or Orichalcum Anvil. Gather 15 Cobalt Bars and 6 Mythril or Orichalcum Bars, then combine them at the anvil. This will create your Cobalt Drill, a versatile tool that can mine blocks faster than a pickaxe and is essential for efficient mining operations. Happy crafting!",1,1,0,0,0,0,0
Positive,Happy,how to make cobalt waraxe,"To craft a Cobalt Waraxe, you'll need to use a Mythril or Orichalcum Anvil. Gather 9 Cobalt Bars and 5 Mythril or Orichalcum Bars, then combine them at the anvil. This will create your Cobalt Waraxe, a powerful melee weapon with good swing speed and damage. Enjoy wielding it in battle!",1,1,0,0,0,0,0
Positive,Happy,how to make cobalt chainsaw,"Ah, looking to carve through the world, are we? To craft a Cobalt Chainsaw, you'll need a Mythril or Orichalcum Anvil. Collect 12 Cobalt Bars and 4 Mythril or Orichalcum Bars, then head to the anvil to combine them. With this tool, you'll be able to mine with efficiency and style!",1,1,0,0,0,0,0
neutral,neutral,how to make cobalt sword,"Ah, seeking a blade of Cobalt, are we? To forge a Cobalt Sword, you'll need a Mythril or Orichalcum Anvil. Gather 10 Cobalt Bars and 4 Mythril or Orichalcum Bars, then bring them to the anvil. With this sword in hand, you'll slice through foes with swift precision!",1,1,0,0,0,0,0
neutral,neutral,How do I make a cobalt repeater in Terraria?,"Ah, looking to rain arrows upon your foes, are we? To craft a Cobalt Repeater, you'll need some Cobalt Bars and a repeater mechanism. To get Cobalt Bars, you'll have to mine Cobalt Ore, which can be found deep underground in your world's cavern layer. Once you've smelted the ore into bars at a furnace, combine them with some wood and a regular bow at a Mythril or Orichalcum Anvil. Voilà! You've got yourself a Cobalt Repeater ready to wreak havoc on those pesky monsters.",1,1,0,0,0,0,0
neutral,neutral,How do I make cobalt armor in Terraria?,"Ah, looking to fashion yourself in the finest azure armor, are you? To forge Cobalt Armor, you'll need to gather Cobalt Bars from deep underground, just like for the repeater. Once you've collected enough bars, head to an Anvil and craft your armor pieces using those bars. Cobalt Armor not only looks stylish but also provides decent protection, perfect for braving the challenges that await you in Terraria.",1,1,0,0,0,0,0
neutral,neutral,I will summon the Destroyer.,"Ah, the Destroyer! A formidable mechanical serpent that prowls the night in Terraria. Make sure you're well-prepared with strong weapons like the Megashark or Daedalus Stormbow, and plenty of mobility to evade its relentless attacks. Setting up a proper arena with platforms and campfires can also give you an edge in the battle. Best of luck, brave adventurer! May your skills and preparation prevail against this mechanical behemoth!",1,1,0,0,0,0,0
neutral,neutral,What can I get from the Destroyer?,"Ah, defeating the Destroyer in Terraria can yield some fantastic rewards! You'll have a chance to obtain valuable drops such as Souls of Might, which are essential for crafting advanced equipment. The Destroyer also drops its own unique loot, including the powerful mechanical weapon known as the Destroyer Trophy and other useful items like the Mechanical Wagon Piece. Prepare well, defeat it with skill, and reap the rewards of your victory, adventurer!",1,1,0,0,0,0,0
neutral,neutral,Is the Destroyer strong?,"Indeed, the Destroyer is considered one of the stronger mechanical bosses in Terraria. It boasts high health and can deal significant damage with its body segments and probes. However, with proper preparation, strategic positioning, and powerful weaponry like the Megashark or Daedalus Stormbow, you can effectively tackle this mechanical serpent. Crafting a suitable arena with platforms and using mobility accessories can also greatly enhance your chances of success. Approach the battle with caution and determination, and you'll stand a good chance against the Destroyer!",1,1,0,0,0,0,0
neutral,neutral,Should I build an arena for the Destroyer?,"Building an arena can definitely improve your chances against the Destroyer. A well-designed arena with multiple platforms and campfires for health regeneration can provide you with mobility and strategic advantages during the battle. It allows you to maneuver more easily to avoid its attacks and deal damage effectively. Consider crafting heart lanterns and placing sunflowers for additional buffs. While not strictly necessary, a well-prepared arena can make the fight more manageable and increase your chances of defeating this mechanical behemoth.",1,1,0,0,0,0,0
neutral,neutral,I summoned the Destroyer.,"Ah, you've summoned the Destroyer! Brace yourself for an epic battle against this mechanical serpent. Remember your preparations—use your strongest weapons and keep mobile to avoid its attacks. With skill and determination, you're on your way to claiming victory and reaping the rewards of defeating such a formidable foe. May your courage guide you through this thrilling encounter, adventurer!",1,1,0,0,0,0,0
neutral,neutral,Destroyer is so tough,"Indeed, the Destroyer's high health and relentless attacks can make it quite a challenge. Don't be discouraged! Focus on maintaining your distance, using mobility to dodge its segments and probes, and continuously dealing damage with your strongest weapons. Consider adjusting your strategy or enhancing your gear if needed. With perseverance and a well-executed plan, you'll overcome this mechanical menace. Keep at it, and may your efforts lead to triumph!",1,1,1,0,0,0,0
neutral,neutral,I defeated the Destroyer.,"Congratulations! Defeating the Destroyer is no small feat. You've shown great skill and determination in overcoming such a formidable opponent. Now, enjoy the spoils of your victory—gather the Souls of Might it dropped to craft powerful items and continue your journey deeper into Terraria's challenges. Your triumph marks a significant milestone in your adventures. Well done, brave adventurer!",1,1,1,0,0,0,0
neutral,neutral,It dropped Hollow Bars.,"Ah, Hollow Bars! Those are valuable indeed. With Hollow Bars, you can craft a variety of advanced equipment and weapons that will serve you well in your Terraria adventures. They're essential for progressing further into the game and preparing for even greater challenges ahead. Make sure to use them wisely and craft gear that suits your playstyle. Enjoy your newfound treasures, and may they aid you in your future exploits, adventurer!",1,1,1,0,0,0,0
neutral,neutral,Where can I get more Hollow Bars?,"You can obtain more Hollow Bars by defeating mechanical bosses in Terraria, such as The Twins and Skeletron Prime. Each of these bosses drops Hollow Bars upon defeat, along with Souls of Sight and Souls of Fright respectively. These bars are crucial for crafting high-tier equipment and progressing further into the game. Prepare well, and may your battles be fruitful!",1,1,1,0,0,0,0
neutral,neutral,I'll farm the Destroyer,"Farming the Destroyer is a solid strategy to accumulate Souls of Might and Hollow Bars for crafting advanced gear. Remember to set up a well-designed arena and optimize your equipment and buffs for maximum efficiency. With each defeat, you'll gain valuable resources that will help you further strengthen your character. Good luck in your farming endeavors, and may your battles against the Destroyer be prosperous!",1,1,1,0,0,0,0
neutral,neutral,I defeated the Destroyer 10 times.,"Impressive! Defeating the Destroyer multiple times not only demonstrates your skill but also rewards you handsomely with Souls of Might and Hollow Bars. With such dedication, you'll have ample resources to craft powerful gear and accessories, paving the way for even greater challenges in Terraria. Keep up the excellent work, adventurer! Your perseverance is sure to lead to remarkable achievements.",1,1,1,0,0,0,0
neutral,neutral,I got a ton of Hollow Bars.,"Fantastic! Hollow Bars are a valuable resource in Terraria, especially in crafting advanced equipment and weapons. With a ton of them at your disposal, you're well-equipped to forge some formidable gear that will help you tackle the toughest challenges the game has to offer. Make sure to use them wisely and enjoy the benefits of your hard-earned loot. Well done, adventurer!",1,1,1,0,0,0,0
neutral,neutral,What should I do with Hollow Bars?,"Hollow Bars are incredibly versatile in Terraria! You can use them to craft a wide range of powerful equipment and weapons. Some notable items you can craft include the Excalibur, a powerful melee sword; the Drax or Pickaxe Axe, essential tools for mining hardmode ores; the Fairy Bell, a helpful accessory; and the Light Disc, a potent throwing weapon. Depending on your preferred playstyle, Hollow Bars can be used to create gear that enhances your combat prowess, mining efficiency, or utility in exploration. Experiment with different recipes and craft items that suit your current needs and future goals in the game!",1,1,1,0,0,0,0
neutral,neutral,I crafted armor with Hollow Bars,"Excellent choice! Crafting armor with Hollow Bars provides substantial defense and often grants powerful set bonuses that can significantly enhance your survivability and combat effectiveness in Terraria's challenging environments. Whether you've crafted the Hallowed Armor for balanced defense or specialized in melee, ranged, or magic variants, you've made a significant upgrade to your character. Now, you're better prepared to face the formidable adversaries and adventures that lie ahead. Enjoy your new armor and may it serve you well in your continued journeys, adventurer!",1,1,1,0,0,0,0
neutral,neutral,What staff do you recommend for defeating Skeletron Prime?,"For defeating Skeletron Prime, a high-damage magic staff like the Golden Shower or the Crystal Storm can be effective. The Golden Shower inflicts the Ichor debuff, lowering Skeletron Prime's defense, while the Crystal Storm provides rapid magical attacks that can help you keep up with its movements. Alternatively, if you have access to higher-tier magic staves like the Sky Fracture or the Shadowbeam Staff, those can also be very effective due to their higher damage output. Ensure you have ample mana potions and a well-prepared arena to maximize your chances of success. Good luck in your battle against Skeletron Prime!",1,1,1,0,0,0,0
Positive,Happy,I crafted Magic Missile.,"Magic Missile is a great choice! It's a versatile magic weapon that fires homing projectiles, making it particularly useful against mobile targets like Skeletron Prime. Its ability to home in on enemies can help you focus on dodging while still dealing consistent damage. Make sure to keep your mana stocked with potions and position yourself strategically during the fight. With Magic Missile in hand, you're well-prepared to take on Skeletron Prime. Best of luck in your battle, adventurer!",1,1,1,0,0,0,0
